,MSW05_Binomial,iucn_status,order,body_mass_g,15-1_LitterSize,3-1_AgeatFirstBirth_d
445,Callicebus_melanochir,VU,Primates,,0.0,
446,Callicebus_modestus,EN,Primates,992.4,1.02,
447,Callicebus_moloch,LC,Primates,958.13,1.01,1095.0
448,Callicebus_nigrifrons,NT,Primates,,0.0,
449,Callicebus_oenanthe,CR,Primates,992.4,1.02,
450,Callicebus_olallae,EN,Primates,992.4,1.02,
451,Callicebus_ornatus,VU,Primates,,0.0,
452,Callicebus_pallescens,LC,Primates,,0.0,
453,Callicebus_personatus,VU,Primates,1390.8,1.01,
454,Callicebus_purinus,LC,Primates,,0.0,
455,Callicebus_regulus,LC,Primates,,0.0,
456,Callicebus_stephennashi,DD,Primates,,0.0,
457,Callicebus_torquatus,LC,Primates,1209.57,1.01,
458,Callimico_goeldii,VU,Primates,558.0,1.05,491.83
459,Callistomys_pictus,EN,Rodentia,518.99,0.0,
460,Callithrix_aurita,VU,Primates,386.2,2.0,
461,Callithrix_flaviceps,EN,Primates,372.97,2.0,
462,Callithrix_geoffroyi,LC,Primates,342.0,0.0,
463,Callithrix_jacchus,LC,Primates,290.21,2.31,555.1
464,Callithrix_kuhlii,NT,Primates,374.99,0.0,
465,Callithrix_penicillata,LC,Primates,339.98,2.0,
466,Callorhinus_ursinus,VU,Carnivora,55464.82,1.04,
467,Callosciurus_adamsi,NT,Rodentia,208.72,1.94,
468,Callosciurus_albescens,DD,Rodentia,,0.0,
469,Callosciurus_baluensis,LC,Rodentia,323.91,3.0,
470,Callosciurus_caniceps,LC,Rodentia,264.91,2.19,
471,Callosciurus_erythraeus,LC,Rodentia,283.23,1.94,
472,Callosciurus_finlaysonii,LC,Rodentia,,0.0,
473,Callosciurus_inornatus,LC,Rodentia,,0.0,
474,Callosciurus_melanogaster,VU,Rodentia,296.0,0.0,
475,Callosciurus_nigrovittatus,NT,Rodentia,208.3,2.36,
476,Callosciurus_notatus,LC,Rodentia,209.49,2.62,
477,Callosciurus_orestes,LC,Rodentia,323.91,3.0,
478,Callosciurus_phayrei,LC,Rodentia,,0.0,
479,Callosciurus_prevostii,LC,Rodentia,400.0,1.29,
480,Callosciurus_pygerythrus,LC,Rodentia,,0.0,
481,Callosciurus_quinquestriatus,NT,Rodentia,,0.0,
482,Calomys_boliviae,LC,Rodentia,27.0,0.0,
483,Calomys_callidus,LC,Rodentia,27.0,0.0,
484,Calomys_callosus,LC,Rodentia,44.95,4.91,42.0
485,Calomys_expulsus,LC,Rodentia,39.86,0.0,
486,Calomys_hummelincki,LC,Rodentia,27.0,0.0,
487,Calomys_laucha,LC,Rodentia,14.0,5.3,
488,Calomys_lepidus,LC,Rodentia,20.59,4.29,
489,Calomys_musculinus,LC,Rodentia,20.2,6.27,
490,Calomys_sorellus,LC,Rodentia,20.0,0.0,
491,Calomys_tener,LC,Rodentia,13.8,0.0,
492,Calomys_tocantinsi,LC,Rodentia,,0.0,
493,Calomys_venustus,LC,Rodentia,49.33,0.0,
494,Calomyscus_bailwardi,LC,Rodentia,21.38,4.0,
495,Calomyscus_baluchi,LC,Rodentia,,0.0,
496,Calomyscus_elburzensis,LC,Rodentia,,0.0,
497,Calomyscus_grandis,DD,Rodentia,,0.0,
498,Calomyscus_hotsoni,LC,Rodentia,,0.0,
499,Calomyscus_mystax,LC,Rodentia,,4.99,
500,Calomyscus_tsolovi,DD,Rodentia,,0.0,
501,Calomyscus_urartensis,LC,Rodentia,,0.0,
502,Caloprymnus_campestris,EX,Diprotodontia,927.57,1.0,
503,Caluromys_derbianus,LC,Didelphimorphia,326.72,3.14,
504,Caluromys_lanatus,LC,Didelphimorphia,350.33,0.0,
505,Caluromys_philander,LC,Didelphimorphia,246.47,4.18,334.58
506,Caluromysiops_irrupta,LC,Didelphimorphia,257.48,2.0,
507,Calyptophractus_retusus,DD,Cingulata,129.99,0.0,
508,Camelus_dromedarius,EP,Artiodactyla,492714.47,0.98,1651.62
509,Canis_adustus,LC,Carnivora,10392.49,4.5,
510,Canis_aureus,LC,Carnivora,9658.7,3.74,
511,Canis_latrans,LC,Carnivora,11989.1,5.72,365.0
512,Canis_lupus,LC,Carnivora,31756.51,4.98,547.5
513,Canis_mesomelas,LC,Carnivora,8247.3,3.89,
514,Canis_simensis,EN,Carnivora,14361.86,0.0,
515,Cannomys_badius,LC,Rodentia,472.07,2.0,
516,Cansumys_canus,LC,Rodentia,,0.0,
517,Caperea_marginata,DD,Cetacea,31999999.98,0.98,
518,Capra_caucasica,EN,Artiodactyla,58149.52,1.09,
519,Capra_falconeri,NT,Artiodactyla,54303.37,1.73,730.0
520,Capra_ibex,LC,Artiodactyla,69546.83,1.11,912.5
521,Capra_nubiana,VU,Artiodactyla,47763.72,1.0,
522,Capra_pyrenaica,LC,Artiodactyla,60898.77,1.5,
523,Capra_sibirica,LC,Artiodactyla,130000.0,0.0,
524,Capra_walie,EN,Artiodactyla,100144.02,1.0,
525,Capreolus_capreolus,LC,Artiodactyla,22502.01,1.79,730.0
526,Capreolus_pygargus,LC,Artiodactyla,41371.03,2.0,
527,Capricornis_crispus,LC,Artiodactyla,43030.64,1.0,
528,Capricornis_milneedwardsii,NT,Artiodactyla,,0.0,
529,Capricornis_rubidus,NT,Artiodactyla,,0.0,
530,Capricornis_sumatraensis,VU,Artiodactyla,110942.22,1.22,
531,Capricornis_swinhoei,LC,Artiodactyla,,0.0,
532,Capricornis_thar,NT,Artiodactyla,,0.0,
533,Caprolagus_hispidus,EN,Lagomorpha,2496.99,3.46,
534,Capromys_pilorides,LC,Rodentia,5200.0,2.0,
535,Caracal_caracal,LC,Carnivora,11964.38,2.3,456.25
536,Cardiocranius_paradoxus,DD,Rodentia,,0.0,
537,Cardioderma_cor,LC,Chiroptera,26.45,1.0,
538,Carollia_brevicauda,LC,Chiroptera,14.85,0.98,
539,Carollia_castanea,LC,Chiroptera,13.1,0.99,
540,Carollia_perspicillata,LC,Chiroptera,19.23,1.0,410.62
541,Carollia_sowelli,LC,Chiroptera,,0.0,
542,Carollia_subrufa,LC,Chiroptera,15.84,0.98,
543,Carpitalpa_arendsi,VU,Afrosoricida,52.34,0.0,
544,Carpomys_melanurus,DD,Rodentia,,0.0,
545,Carpomys_phaeurus,LC,Rodentia,,0.0,
546,Carterodon_sulcidens,DD,Rodentia,113.8,0.0,
547,Caryomys_eva,LC,Rodentia,,0.0,
548,Caryomys_inez,LC,Rodentia,,1.94,
549,Casinycteris_argynnis,LC,Chiroptera,28.28,0.98,
550,Castor_canadensis,LC,Rodentia,18124.41,3.6,
551,Castor_fiber,LC,Rodentia,19000.0,2.95,912.5
552,Catagonus_wagneri,EN,Artiodactyla,35566.4,2.47,730.0
553,Catopuma_badia,EN,Carnivora,3429.52,0.0,
554,Catopuma_temminckii,NT,Carnivora,7726.46,1.5,
555,Cavia_aperea,LC,Rodentia,524.38,2.14,
556,Cavia_fulgida,LC,Rodentia,282.5,1.34,
557,Cavia_intermedia,CR,Rodentia,,0.0,
558,Cavia_magna,LC,Rodentia,459.99,0.0,
559,Cavia_tschudii,LC,Rodentia,1000.0,1.9,
560,Cebus_albifrons,LC,Primates,2509.68,1.01,1467.3
561,Cebus_capucinus,LC,Primates,3005.99,1.01,1460.0
562,Cebus_kaapori,CR,Primates,3000.0,0.0,
563,Centronycteris_centralis,LC,Chiroptera,,0.0,
564,Centronycteris_maximiliani,LC,Chiroptera,23.0,0.98,
565,Centurio_senex,LC,Chiroptera,23.09,0.99,
566,Cephalophus_adersi,CR,Artiodactyla,9249.95,1.0,
567,Cephalophus_callipygus,LC,Artiodactyla,19079.23,0.0,
568,Cephalophus_dorsalis,NT,Artiodactyla,20000.0,1.0,760.41
569,Cephalophus_jentinki,EN,Artiodactyla,68489.54,1.0,
570,Cephalophus_leucogaster,NT,Artiodactyla,13208.69,1.0,
571,Cephalophus_natalensis,LC,Artiodactyla,12724.51,1.0,
572,Cephalophus_niger,LC,Artiodactyla,19094.32,1.0,
573,Cephalophus_nigrifrons,LC,Artiodactyla,14676.33,0.0,
574,Cephalophus_ogilbyi,LC,Artiodactyla,18386.42,1.0,
575,Cephalophus_rufilatus,LC,Artiodactyla,12114.57,1.0,794.63
576,Cephalophus_silvicultor,NT,Artiodactyla,62006.6,1.0,
577,Cephalophus_spadix,EN,Artiodactyla,56857.02,0.0,
578,Cephalophus_weynsi,LC,Artiodactyla,,0.0,
579,Cephalophus_zebra,VU,Artiodactyla,15654.75,1.0,
580,Cephalorhynchus_commersonii,DD,Cetacea,72400.0,0.98,
581,Cephalorhynchus_eutropia,NT,Cetacea,45000.0,0.97,
582,Cephalorhynchus_heavisidii,DD,Cetacea,39999.99,0.97,
583,Cephalorhynchus_hectori,EN,Cetacea,49999.99,1.0,2920.0
584,Ceratotherium_simum,NT,Perissodactyla,2285939.43,1.0,2463.75
585,Cercartetus_caudatus,LC,Diprotodontia,23.05,2.37,465.0
586,Cercartetus_concinnus,LC,Diprotodontia,15.96,4.6,410.62
587,Cercartetus_lepidus,LC,Diprotodontia,8.03,3.33,
588,Cercartetus_nanus,LC,Diprotodontia,26.85,3.96,152.08
589,Cercocebus_agilis,LC,Primates,7105.62,0.0,
590,Cercocebus_atys,NT,Primates,6941.24,1.01,
591,Cercocebus_chrysogaster,DD,Primates,,0.0,
592,Cercocebus_galeritus,EN,Primates,7077.66,1.01,2372.5
593,Cercocebus_sanjei,EN,Primates,,0.0,
594,Cercocebus_torquatus,VU,Primates,7293.07,1.01,1704.55
595,Cercopithecus_ascanius,LC,Primates,3540.24,1.01,1825.0
596,Cercopithecus_campbelli,LC,Primates,3627.73,1.02,
597,Cercopithecus_cephus,LC,Primates,3444.88,1.01,1825.0
598,Cercopithecus_denti,LC,Primates,,1.02,
599,Cercopithecus_diana,VU,Primates,4358.91,1.01,1961.87
600,Cercopithecus_dryas,CR,Primates,2784.06,1.02,
601,Cercopithecus_erythrogaster,VU,Primates,3444.88,1.02,
602,Cercopithecus_erythrotis,VU,Primates,3254.98,1.02,
603,Cercopithecus_hamlyni,VU,Primates,,0.0,
604,Cercopithecus_lowei,LC,Primates,,0.0,
605,Cercopithecus_mitis,LC,Primates,5041.29,1.0,2087.8
606,Cercopithecus_mona,LC,Primates,3980.17,1.0,
607,Cercopithecus_neglectus,LC,Primates,5324.52,1.02,1704.55
608,Cercopithecus_nictitans,LC,Primates,5256.91,1.0,
609,Cercopithecus_petaurista,LC,Primates,3233.67,1.02,
610,Cercopithecus_roloway,EN,Primates,,0.0,
611,Cercopithecus_sclateri,VU,Primates,3067.29,1.02,
612,Cerdocyon_thous,LC,Carnivora,5741.66,3.09,
613,Cervus_elaphus,LC,Artiodactyla,240867.13,1.09,993.71
614,Cervus_nippon,LC,Artiodactyla,52999.99,1.0,1095.0
615,Chaerephon_aloysiisabaudiae,LC,Chiroptera,,0.0,
616,Chaerephon_ansorgei,LC,Chiroptera,,0.0,
617,Chaerephon_bemmeleni,LC,Chiroptera,,0.0,
618,Chaerephon_bivittatus,LC,Chiroptera,15.42,0.0,
619,Chaerephon_bregullae,EN,Chiroptera,,0.0,
620,Chaerephon_chapini,LC,Chiroptera,,0.0,
621,Chaerephon_gallagheri,DD,Chiroptera,,0.0,
622,Chaerephon_jobensis,LC,Chiroptera,20.71,0.0,
623,Chaerephon_johorensis,VU,Chiroptera,,0.0,
624,Chaerephon_major,LC,Chiroptera,15.17,1.0,
625,Chaerephon_nigeriae,LC,Chiroptera,20.14,0.0,
626,Chaerephon_plicatus,LC,Chiroptera,21.83,0.99,
627,Chaerephon_pumilus,LC,Chiroptera,10.98,1.0,152.08
628,Chaerephon_russatus,DD,Chiroptera,16.98,0.99,
629,Chaerephon_solomonis,LC,Chiroptera,,0.0,
630,Chaerephon_tomensis,EN,Chiroptera,7.48,0.0,
631,Chaeropus_ecaudatus,EX,Peramelemorphia,219.51,1.41,
632,Chaetocauda_sichuanensis,DD,Rodentia,31.51,0.0,
633,Chaetodipus_arenarius,LC,Rodentia,23.0,2.91,
634,Chaetodipus_artus,LC,Rodentia,,0.0,
635,Chaetodipus_baileyi,LC,Rodentia,28.44,3.68,
636,Chaetodipus_californicus,LC,Rodentia,23.01,4.0,
637,Chaetodipus_eremicus,LC,Rodentia,,0.0,
638,Chaetodipus_fallax,LC,Rodentia,19.19,3.45,
639,Chaetodipus_formosus,LC,Rodentia,20.02,5.28,
640,Chaetodipus_goldmani,NT,Rodentia,,0.0,
641,Chaetodipus_hispidus,LC,Rodentia,37.24,5.34,
642,Chaetodipus_intermedius,LC,Rodentia,14.94,5.53,
643,Chaetodipus_lineatus,DD,Rodentia,23.0,0.0,
644,Chaetodipus_nelsoni,LC,Rodentia,15.53,3.46,
645,Chaetodipus_penicillatus,LC,Rodentia,15.57,3.4,
646,Chaetodipus_pernix,LC,Rodentia,17.0,0.0,
647,Chaetodipus_rudinoris,LC,Rodentia,,0.0,
648,Chaetodipus_spinatus,LC,Rodentia,16.34,3.5,
649,Chaetomys_subspinosus,VU,Rodentia,1299.99,0.0,
650,Chaetophractus_vellerosus,LC,Cingulata,930.16,0.0,
651,Chaetophractus_villosus,LC,Cingulata,4372.8,1.62,
652,Chalinolobus_dwyeri,NT,Chiroptera,8.74,1.34,
653,Chalinolobus_gouldii,LC,Chiroptera,14.24,1.41,
654,Chalinolobus_morio,LC,Chiroptera,8.91,1.38,
655,Chalinolobus_neocaledonicus,EN,Chiroptera,,0.0,
656,Chalinolobus_nigrogriseus,LC,Chiroptera,8.79,0.0,
657,Chalinolobus_picatus,NT,Chiroptera,,2.0,
658,Chalinolobus_tuberculatus,VU,Chiroptera,,0.98,
659,Cheirogaleus_crossleyi,DD,Primates,,0.0,
660,Cheirogaleus_major,DD,Primates,446.02,2.26,
661,Cheirogaleus_medius,LC,Primates,196.76,2.04,472.67
662,Cheirogaleus_minusculus,DD,Primates,,0.0,
663,Cheirogaleus_sibreei,CR,Primates,,0.0,
664,Cheiromeles_parvidens,LC,Chiroptera,,0.0,
665,Cheiromeles_torquatus,LC,Chiroptera,169.43,0.0,
666,Chelemys_delfini,DD,Rodentia,,0.0,
667,Chelemys_macronyx,LC,Rodentia,70.99,4.37,
668,Chelemys_megalonyx,NT,Rodentia,50.8,0.0,
669,Chibchanomys_orcesi,DD,Rodentia,,0.0,
670,Chibchanomys_trichotis,DD,Rodentia,49.99,0.97,
671,Chilomys_instans,LC,Rodentia,19.0,0.0,
672,Chilonatalus_micropus,NT,Chiroptera,,0.0,
673,Chilonatalus_tumidifrons,NT,Chiroptera,3.62,0.0,
674,Chimarrogale_hantu,NT,Soricomorpha,54.99,0.0,
675,Chimarrogale_himalayica,LC,Soricomorpha,33.5,0.0,
676,Chimarrogale_phaeura,EN,Soricomorpha,,0.0,
677,Chimarrogale_platycephalus,LC,Soricomorpha,36.32,0.0,
678,Chimarrogale_styani,LC,Soricomorpha,,0.0,
679,Chimarrogale_sumatrana,DD,Soricomorpha,,0.0,
680,Chinchilla_chinchilla,EN,Rodentia,499.99,2.5,
681,Chinchilla_lanigera,EN,Rodentia,480.28,1.87,
682,Chinchillula_sahamae,LC,Rodentia,169.74,0.0,
683,Chionomys_gud,LC,Rodentia,,5.83,
684,Chionomys_nivalis,LC,Rodentia,42.01,3.42,
685,Chionomys_roberti,LC,Rodentia,,1.94,
686,Chiroderma_doriae,LC,Chiroptera,19.9,1.0,
687,Chiroderma_improvisum,EN,Chiroptera,35.39,0.0,
688,Chiroderma_salvini,LC,Chiroptera,26.3,0.99,
689,Chiroderma_trinitatum,LC,Chiroptera,13.91,0.98,
690,Chiroderma_villosum,LC,Chiroptera,23.81,0.99,
691,Chiromyscus_chiropus,LC,Rodentia,,0.0,
692,Chironax_melanocephalus,LC,Chiroptera,17.7,0.98,
693,Chironectes_minimus,LC,Didelphimorphia,974.33,3.24,
694,Chiropodomys_calamianensis,DD,Rodentia,28.9,0.0,
695,Chiropodomys_gliroides,LC,Rodentia,23.68,1.65,
696,Chiropodomys_karlkoopmani,VU,Rodentia,,0.0,
697,Chiropodomys_major,DD,Rodentia,28.9,0.0,
698,Chiropodomys_muroides,DD,Rodentia,28.9,0.0,
699,Chiropodomys_pusillus,DD,Rodentia,28.9,0.0,
700,Chiropotes_albinasus,EN,Primates,2793.21,1.01,
701,Chiropotes_chiropotes,LC,Primates,,0.0,
702,Chiropotes_satanas,CR,Primates,2967.27,1.0,
703,Chiropotes_utahickae,EN,Primates,,0.0,
704,Chiruromys_forbesi,LC,Rodentia,105.15,2.68,
705,Chiruromys_lamia,LC,Rodentia,47.2,2.15,
706,Chiruromys_vates,LC,Rodentia,45.46,1.07,
707,Chlamyphorus_truncatus,DD,Cingulata,83.53,0.0,
708,Chlorocebus_aethiops,LC,Primates,3695.99,0.0,1733.75
709,Chlorocebus_cynosuros,LC,Primates,,0.0,
710,Chlorocebus_djamdjamensis,VU,Primates,,0.0,
711,Chlorocebus_pygerythrus,LC,Primates,,0.0,
712,Chlorocebus_sabaeus,LC,Primates,,0.0,
713,Chlorocebus_tantalus,LC,Primates,,0.0,
714,Chlorotalpa_duthieae,VU,Afrosoricida,,2.0,
715,Chlorotalpa_sclateri,LC,Afrosoricida,38.3,2.0,
716,Chodsigoa_caovansunga,DD,Soricomorpha,,0.0,
717,Chodsigoa_hypsibia,LC,Soricomorpha,,0.0,
718,Chodsigoa_lamula,LC,Soricomorpha,,0.0,
719,Chodsigoa_parca,LC,Soricomorpha,,0.0,
720,Chodsigoa_parva,DD,Soricomorpha,,0.0,
721,Chodsigoa_salenskii,DD,Soricomorpha,5.49,0.0,
722,Chodsigoa_smithii,NT,Soricomorpha,,0.0,
723,Chodsigoa_sodalis,DD,Soricomorpha,,0.0,
724,Choeroniscus_godmani,LC,Chiroptera,7.9,0.98,
725,Choeroniscus_minor,LC,Chiroptera,8.63,0.98,
726,Choeroniscus_periosus,VU,Chiroptera,,0.0,
727,Choeronycteris_mexicana,NT,Chiroptera,17.26,0.99,
728,Choloepus_didactylus,LC,Pilosa,6646.5,1.0,
729,Choloepus_hoffmanni,LC,Pilosa,5893.5,1.0,
730,Chrotogale_owstoni,EN,Carnivora,3267.71,0.0,
731,Chrotomys_gonzalesi,NT,Rodentia,140.2,0.0,
732,Chrotomys_mindorensis,NT,Rodentia,151.98,0.0,
733,Chrotomys_silaceus,LC,Rodentia,,0.0,
734,Chrotomys_whiteheadi,LC,Rodentia,151.98,0.0,
735,Chrotopterus_auritus,LC,Chiroptera,78.26,0.99,
736,Chrysochloris_asiatica,LC,Afrosoricida,37.16,3.49,
737,Chrysochloris_stuhlmanni,LC,Afrosoricida,55.76,0.96,
738,Chrysochloris_visagiei,DD,Afrosoricida,,0.0,
739,Chrysocyon_brachyurus,NT,Carnivora,23325.0,2.0,
740,Chrysospalax_trevelyani,EN,Afrosoricida,434.04,1.41,
741,Chrysospalax_villosus,VU,Afrosoricida,108.35,1.93,
742,Cistugo_lesueuri,LC,Chiroptera,,0.0,
743,Cistugo_seabrae,LC,Chiroptera,,0.0,
744,Civettictis_civetta,LC,Carnivora,12075.58,2.31,395.41
745,Cloeotis_percivali,LC,Chiroptera,4.16,0.99,
746,Clyomys_laticeps,LC,Rodentia,201.0,0.0,
747,Coccymys_albidens,DD,Rodentia,,0.0,
748,Coccymys_ruemmleri,LC,Rodentia,29.7,0.0,
749,Coelops_frithii,LC,Chiroptera,7.52,0.98,
750,Coelops_robinsoni,VU,Chiroptera,6.5,0.0,
751,Coendou_bicolor,LC,Rodentia,4492.49,1.0,
752,Coendou_nycthemera,DD,Rodentia,2999.98,0.0,
753,Coendou_prehensilis,LC,Rodentia,4116.2,0.98,
754,Coleura_afra,LC,Chiroptera,10.68,1.0,365.0
755,Coleura_seychellensis,CR,Chiroptera,10.64,0.0,
756,Colobus_angolensis,LC,Primates,8990.31,1.01,
757,Colobus_guereza,LC,Primates,9925.88,1.0,1916.25
758,Colobus_polykomos,VU,Primates,8797.29,1.0,3102.5
759,Colobus_satanas,VU,Primates,9055.32,0.99,
760,Colobus_vellerosus,VU,Primates,7700.18,1.02,
761,Colomys_goslingi,LC,Rodentia,62.5,1.97,
762,Condylura_cristata,LC,Soricomorpha,48.15,5.39,
763,Conepatus_chinga,LC,Carnivora,,0.0,
764,Conepatus_humboldtii,LC,Carnivora,1097.61,3.49,
765,Conepatus_leuconotus,LC,Carnivora,3293.91,3.6,
766,Conepatus_semistriatus,LC,Carnivora,1997.34,3.49,
767,Congosorex_polli,DD,Soricomorpha,,0.0,
768,Congosorex_verheyeni,LC,Soricomorpha,,0.0,
769,Conilurus_albipes,EX,Rodentia,200.0,0.0,
770,Conilurus_penicillatus,VU,Rodentia,175.02,2.0,
771,Connochaetes_gnou,LC,Artiodactyla,156547.53,1.0,912.5
772,Connochaetes_taurinus,LC,Artiodactyla,198619.68,0.98,730.0
773,Cormura_brevirostris,LC,Chiroptera,9.26,0.0,
774,Corynorhinus_mexicanus,NT,Chiroptera,,0.0,
775,Corynorhinus_rafinesquii,LC,Chiroptera,9.15,1.0,
776,Corynorhinus_townsendii,LC,Chiroptera,10.3,0.99,
777,Coryphomys_buehleri,EX,Rodentia,,0.0,
778,Craseonycteris_thonglongyai,VU,Chiroptera,1.96,1.0,
779,Crateromys_australis,CR,Rodentia,,0.0,
780,Crateromys_heaneyi,EN,Rodentia,,0.0,
781,Crateromys_paulus,DD,Rodentia,,0.0,
782,Crateromys_schadenbergi,EN,Rodentia,,0.0,
783,Cratogeomys_castanops,LC,Rodentia,266.83,2.34,
784,Cratogeomys_fumosus,LC,Rodentia,150.0,0.0,
785,Cratogeomys_goldmani,LC,Rodentia,,0.0,
786,Cratogeomys_merriami,LC,Rodentia,419.99,1.94,
787,Cremnomys_cutchicus,LC,Rodentia,,5.23,
788,Cremnomys_elvira,CR,Rodentia,,0.0,
789,Cricetomys_emini,LC,Rodentia,1280.0,0.97,
790,Cricetomys_gambianus,LC,Rodentia,1267.52,3.11,212.91
791,Cricetulus_alticola,LC,Rodentia,,0.0,
792,Cricetulus_barabensis,LC,Rodentia,,6.06,
793,Cricetulus_kamensis,LC,Rodentia,,0.0,
794,Cricetulus_longicaudatus,LC,Rodentia,,5.71,
795,Cricetulus_migratorius,LC,Rodentia,30.59,5.2,
796,Cricetulus_sokolovi,LC,Rodentia,,0.0,
797,Cricetus_cricetus,LC,Rodentia,428.95,7.14,91.25
798,Crocidura_aleksandrisi,LC,Soricomorpha,,0.0,
799,Crocidura_allex,VU,Soricomorpha,,3.99,
800,Crocidura_andamanensis,CR,Soricomorpha,,0.0,
801,Crocidura_ansellorum,EN,Soricomorpha,,0.0,
802,Crocidura_arabica,LC,Soricomorpha,,0.0,
803,Crocidura_arispa,LC,Soricomorpha,,0.0,
804,Crocidura_armenica,DD,Soricomorpha,,0.0,
805,Crocidura_attenuata,LC,Soricomorpha,,0.99,
806,Crocidura_attila,LC,Soricomorpha,,0.0,
807,Crocidura_baileyi,LC,Soricomorpha,,0.0,
808,Crocidura_baluensis,LC,Soricomorpha,,0.0,
809,Crocidura_batesi,LC,Soricomorpha,16.49,0.0,
810,Crocidura_beatus,LC,Soricomorpha,10.55,0.0,
811,Crocidura_beccarii,LC,Soricomorpha,,0.0,
812,Crocidura_bottegi,DD,Soricomorpha,3.49,2.99,
813,Crocidura_bottegoides,EN,Soricomorpha,,0.0,
814,Crocidura_brunnea,LC,Soricomorpha,,0.0,
815,Crocidura_buettikoferi,NT,Soricomorpha,,2.99,
816,Crocidura_caliginea,LC,Soricomorpha,,0.0,
817,Crocidura_canariensis,EN,Soricomorpha,7.5,0.0,
818,Crocidura_caspica,DD,Soricomorpha,,0.0,
819,Crocidura_cinderella,LC,Soricomorpha,,0.0,
820,Crocidura_congobelgica,LC,Soricomorpha,,0.0,
821,Crocidura_crenata,LC,Soricomorpha,,0.0,
822,Crocidura_crossei,LC,Soricomorpha,8.0,3.0,
823,Crocidura_cyanea,LC,Soricomorpha,8.58,3.59,
824,Crocidura_denti,LC,Soricomorpha,,0.0,
825,Crocidura_desperata,EN,Soricomorpha,,0.0,
826,Crocidura_dhofarensis,DD,Soricomorpha,,0.0,
827,Crocidura_dolichura,LC,Soricomorpha,5.63,0.0,
828,Crocidura_douceti,LC,Soricomorpha,4.3,0.0,
829,Crocidura_dsinezumi,LC,Soricomorpha,,4.29,
830,Crocidura_eisentrauti,VU,Soricomorpha,,1.99,
831,Crocidura_elgonius,LC,Soricomorpha,6.5,0.0,
832,Crocidura_elongata,LC,Soricomorpha,,0.0,
833,Crocidura_erica,DD,Soricomorpha,,0.0,
834,Crocidura_fischeri,DD,Soricomorpha,,0.0,
835,Crocidura_flavescens,LC,Soricomorpha,31.22,3.37,
836,Crocidura_floweri,DD,Soricomorpha,,0.0,
837,Crocidura_foetida,LC,Soricomorpha,,0.0,
838,Crocidura_foxi,LC,Soricomorpha,21.0,1.99,
839,Crocidura_fuliginosa,LC,Soricomorpha,12.0,1.73,
840,Crocidura_fulvastra,LC,Soricomorpha,10.0,0.0,
841,Crocidura_fumosa,LC,Soricomorpha,14.49,3.74,
842,Crocidura_fuscomurina,LC,Soricomorpha,5.6,3.0,
843,Crocidura_glassi,NT,Soricomorpha,,0.0,
844,Crocidura_gmelini,LC,Soricomorpha,,0.0,
845,Crocidura_goliath,LC,Soricomorpha,87.92,0.0,
846,Crocidura_gracilipes,DD,Soricomorpha,6.69,2.99,
847,Crocidura_grandiceps,NT,Soricomorpha,23.0,0.0,
848,Crocidura_grandis,DD,Soricomorpha,,0.0,
849,Crocidura_grassei,LC,Soricomorpha,,0.0,
850,Crocidura_grayi,LC,Soricomorpha,10.7,0.0,
851,Crocidura_greenwoodi,LC,Soricomorpha,,0.0,
852,Crocidura_harenna,CR,Soricomorpha,,0.0,
853,Crocidura_hildegardeae,LC,Soricomorpha,10.28,0.0,
854,Crocidura_hilliana,DD,Soricomorpha,,0.0,
855,Crocidura_hirta,LC,Soricomorpha,15.8,3.89,
856,Crocidura_hispida,VU,Soricomorpha,,0.0,
857,Crocidura_horsfieldii,DD,Soricomorpha,5.47,3.14,
858,Crocidura_hutanis,LC,Soricomorpha,,0.0,
859,Crocidura_indochinensis,LC,Soricomorpha,,0.0,
860,Crocidura_jacksoni,LC,Soricomorpha,7.0,3.49,
861,Crocidura_jenkinsi,CR,Soricomorpha,,0.0,
862,Crocidura_jouvenetae,LC,Soricomorpha,9.79,0.0,
863,Crocidura_katinka,DD,Soricomorpha,,0.0,
864,Crocidura_kivuana,NT,Soricomorpha,,1.66,
865,Crocidura_lamottei,LC,Soricomorpha,,0.0,
866,Crocidura_lanosa,VU,Soricomorpha,,3.29,
867,Crocidura_lasiura,LC,Soricomorpha,,0.0,
868,Crocidura_latona,LC,Soricomorpha,,0.0,
869,Crocidura_lea,LC,Soricomorpha,,0.0,
870,Crocidura_lepidura,LC,Soricomorpha,,0.0,
871,Crocidura_leucodon,LC,Soricomorpha,10.88,3.36,
872,Crocidura_levicula,LC,Soricomorpha,,0.0,
873,Crocidura_littoralis,LC,Soricomorpha,18.61,2.99,
874,Crocidura_longipes,DD,Soricomorpha,19.3,0.0,
875,Crocidura_lucina,VU,Soricomorpha,,0.0,
876,Crocidura_ludia,LC,Soricomorpha,5.15,0.0,
877,Crocidura_luna,LC,Soricomorpha,13.83,1.99,
878,Crocidura_lusitania,LC,Soricomorpha,2.48,0.0,
879,Crocidura_macarthuri,LC,Soricomorpha,,0.0,
880,Crocidura_macmillani,NT,Soricomorpha,,0.0,
881,Crocidura_macowi,DD,Soricomorpha,,0.0,
882,Crocidura_malayana,LC,Soricomorpha,,0.0,
883,Crocidura_manengubae,VU,Soricomorpha,,0.0,
884,Crocidura_maquassiensis,LC,Soricomorpha,5.99,0.0,
885,Crocidura_mariquensis,LC,Soricomorpha,10.35,3.94,
